date,nacara,psanchezcerro,puchaca
11-Jun-15,7.33,38.71,
12-Jun-15,6.75,42.92,
13-Jun-15,6.16,43.5,
14-Jun-15,6,43.08,
15-Jun-15,5.25,38,
16-Jun-15,2.63,37.38,
17-Jun-15,2.03,37.54,
18-Jun-15,0.1,37.94,
19-Jun-15,0.1,38.42,
20-Jun-15,0.23,41.1,
21-Jun-15,0.1,42.29,
22-Jun-15,0.1,37.63,
23-Jun-15,,21.35,
24-Jun-15,0.3,14.52,
25-Jun-15,0.1,26.23,
26-Jun-15,,40.56,
27-Jun-15,,38.65,
28-Jun-15,,35.83,
29-Jun-15,,32.65,
30-Jun-15,,28.91,
1-Jul-15,,18.25,
2-Jul-15,,20.58,
3-Jul-15,,20.31,
4-Jul-15,,18.58,
5-Jul-15,,29.66,
6-Jul-15,,31.42,
7-Jul-15,,14.71,
8-Jul-15,,8.83,
9-Jul-15,,0.63,
10-Jul-15,,0.63,
11-Jul-15,,1.15,
12-Jul-15,,0,
13-Jul-15,,3.54,
14-Jul-15,,6.75,
15-Jul-15,4.58,6.31,
16-Jul-15,3.85,6.83,
17-Jul-15,3.8,7,
18-Jul-15,3.73,7.56,
19-Jul-15,3.5,5.66,
20-Jul-15,,4.83,
21-Jul-15,2.5,6.85,
22-Jul-15,2.3,8.83,
23-Jul-15,1.9,7.54,
24-Jul-15,1.9,7.42,
25-Jul-15,1.5,8,
26-Jul-15,,8.25,
27-Jul-15,,11,
28-Jul-15,1.5,6.63,
29-Jul-15,1.3,6,
30-Jul-15,1.3,5.88,
31-Jul-15,1.3,7.25,
1-Aug-15,1.3,8,
2-Aug-15,1.13,5.54,
3-Aug-15,,6.42,
4-Aug-15,0.93,6.54,
5-Aug-15,0.93,5.5,
6-Aug-15,0.7,5,
7-Aug-15,0.7,5,
8-Aug-15,0.7,2.5,
9-Aug-15,0.7,1.04,
10-Aug-15,0.7,0,
11-Aug-15,0.6,0,
12-Aug-15,0.6,0.1,
13-Aug-15,0.6,0,
14-Aug-15,0.6,0,
15-Aug-15,0.3,0,
16-Aug-15,0.3,0,
17-Aug-15,0.133,0,
18-Aug-15,0.1,0,
19-Aug-15,0,0,
20-Aug-15,0,0,
21-Aug-15,0,0,
22-Aug-15,0,0,
23-Aug-15,0,0,
24-Aug-15,0,0,
25-Aug-15,0,0,
26-Aug-15,0,0,
27-Aug-15,0,0,
28-Aug-15,0,0,
29-Aug-15,0,0,
30-Aug-15,0,0,
31-Aug-15,0,0.4,
1-Sep-15,0,0.3,
2-Sep-15,0,0,
3-Sep-15,0,0.1,
4-Sep-15,0,0.04,
5-Sep-15,0,0,
6-Sep-15,0,0,
7-Sep-15,0,0,
8-Sep-15,0,0,
9-Sep-15,0,0,
10-Sep-15,0,0.42,
11-Sep-15,0,5.54,
12-Sep-15,0,0,
13-Sep-15,0,0,
14-Sep-15,0,0,
15-Sep-15,0,0,
16-Sep-15,0,0,
17-Sep-15,0,0,
18-Sep-15,0,0,
19-Sep-15,0,0,
20-Sep-15,0,0,
21-Sep-15,0,0,
22-Sep-15,0,0,
23-Sep-15,0,0,
24-Sep-15,0,0,
25-Sep-15,0,0,
26-Sep-15,0,0,
27-Sep-15,0,0,
28-Sep-15,0,0,
29-Sep-15,0,0,
30-Sep-15,0,0,
1-Oct-15,0,0.42,
2-Oct-15,0,0,
3-Oct-15,0,0,
4-Oct-15,0,0,
5-Oct-15,0,0,
6-Oct-15,0,0,
7-Oct-15,0,0,
8-Oct-15,0,0,
9-Oct-15,0,0,
10-Oct-15,0,0,
11-Oct-15,0,0,
12-Oct-15,0,0,
13-Oct-15,0,0,
14-Oct-15,0,0,
15-Oct-15,0,0,
16-Oct-15,0,0,
17-Oct-15,0,0,
18-Oct-15,0,0,
19-Oct-15,0,0,
20-Oct-15,0,0,
21-Oct-15,0,0,
22-Oct-15,0,0,
23-Oct-15,0,0,
24-Oct-15,0,0,
25-Oct-15,0,0,
26-Oct-15,0,0,
27-Oct-15,0,0,
28-Oct-15,0,0,
29-Oct-15,0,0,
30-Oct-15,0,0,
31-Oct-15,0,0,
1-Nov-15,0,0,
2-Nov-15,0,0,
3-Nov-15,0,0,
4-Nov-15,0,0,
5-Nov-15,0,0,
6-Nov-15,0,0,
7-Nov-15,0,0,
8-Nov-15,0,0,
9-Nov-15,0,0,
10-Nov-15,0,0,
11-Nov-15,0,0,
12-Nov-15,0,0,
13-Nov-15,0,0,
14-Nov-15,0,0,
15-Nov-15,0,0,
16-Nov-15,0,0,
17-Nov-15,0,0,
18-Nov-15,0,0,
19-Nov-15,0,0,
20-Nov-15,0,0,
21-Nov-15,0,0,
22-Nov-15,0,0,
23-Nov-15,0,0,
24-Nov-15,0,0,
25-Nov-15,,0.38,
26-Nov-15,0,0.5,
27-Nov-15,0,0.33,
28-Nov-15,0,0,
29-Nov-15,0,0,
30-Nov-15,0,0,
1-Dec-15,0,0,
2-Dec-15,0,0,
3-Dec-15,0,0,
4-Dec-15,0,0,
5-Dec-15,0,0,
6-Dec-15,0,0,
7-Dec-15,0,0,
8-Dec-15,0,0,
9-Dec-15,0,0,
10-Dec-15,0,0,
11-Dec-15,0,0,
12-Dec-15,0,0,
13-Dec-15,0,0,
14-Dec-15,0,0,
15-Dec-15,0,0,
16-Dec-15,0,0,
17-Dec-15,0,0,
18-Dec-15,0,0,
19-Dec-15,0,0,
20-Dec-15,0,0,
21-Dec-15,0,0,
22-Dec-15,0,0,
23-Dec-15,0,0,
24-Dec-15,0,0,
25-Dec-15,0,0.16,
26-Dec-15,0,0,
27-Dec-15,0,0,
28-Dec-15,0,0,
29-Dec-15,0,0,
30-Dec-15,0,0,
31-Dec-15,0,0.56,
1-Jan-16,0,0.21,3.639
2-Jan-16,0,0,3.434
3-Jan-16,0,0,2.858
4-Jan-16,0,0,0.718
5-Jan-16,0,0,1.177
6-Jan-16,0,0,1.501
7-Jan-16,0,0,1.501
8-Jan-16,0,0,3.235
9-Jan-16,0,0,1.89
10-Jan-16,0,0.83,1.623
11-Jan-16,0,0.63,1.501
12-Jan-16,0,1.67,1.386
13-Jan-16,0,1.25,1.177
14-Jan-16,0,1.88,0.996
15-Jan-16,0,1.88,0.777
16-Jan-16,0,0,0.619
17-Jan-16,0,0,1.386
18-Jan-16,0,0,2.034
19-Jan-16,0,0,4.293
20-Jan-16,0,0,2.342
21-Jan-16,0,0.42,3.043
22-Jan-16,0,2.08,2.342
23-Jan-16,0,0,2.034
24-Jan-16,0,0,1.753
25-Jan-16,0,0,1.623
26-Jan-16,0,0.13,1.623
27-Jan-16,0,0,2.679
28-Jan-16,0,0,2.507
29-Jan-16,0,,1.501
30-Jan-16,0.6,0.21,1.89
31-Jan-16,8.26,0.83,25.83
1-Feb-16,7.5,0,16.662
2-Feb-16,3.3,0,0.97
3-Feb-16,2.9,1.71,6.032
4-Feb-16,8.73,5.83,5.252
5-Feb-16,16.83,1.46,9.638
6-Feb-16,10,17.11,22.639
7-Feb-16,6.13,26.1,15.858
8-Feb-16,,20.08,16.258
9-Feb-16,11.09,20.97,29.136
10-Feb-16,23.3,25.33,29.136
11-Feb-16,14.67,30.46,20.873
12-Feb-16,9.53,30.33,20.873
13-Feb-16,5.34,24.17,22.639
14-Feb-16,3.98,5.21,20.438
15-Feb-16,6.47,2.71,8.987
16-Feb-16,5.3,1.46,12.787
17-Feb-16,4.3,1.67,20.006
18-Feb-16,2,0,9.638
19-Feb-16,,0,7.743
20-Feb-16,0.2,0,21.31
21-Feb-16,0.2,0,22.639
22-Feb-16,5,0,29.617
23-Feb-16,10.86,13.58,35.539
24-Feb-16,26.32,23.89,24.234
25-Feb-16,32.38,7.95,20.006
26-Feb-16,137.92,22.28,24.447
27-Feb-16,220.08,69.81,31.072
28-Feb-16,119,159.1,27.706
29-Feb-16,102.42,159.1,17.479
1-Mar-16,74.41,120.71,13.158
2-Mar-16,110.67,80.83,17.069
3-Mar-16,163.33,98.17,24.906
4-Mar-16,267,160.05,27.706
5-Mar-16,303.33,204.83,40.66
6-Mar-16,677,263.08,50.763
7-Mar-16,388.25,328.88,41.181
8-Mar-16,373,555.71,23.992
9-Mar-16,301.25,395.63,21.31
10-Mar-16,188.3,289.73,16.258
11-Mar-16,157.92,206.21,14.679
12-Mar-16,215.25,152.08,11.699
13-Mar-16,155.92,121.63,10.307
14-Mar-16,135,152.82,9.638
15-Mar-16,122,123.21,8.987
16-Mar-16,109.17,100.88,8.355
17-Mar-16,100.75,88.83,8.355
18-Mar-16,95,79.42,8.047
19-Mar-16,89.58,71.46,7.445
20-Mar-16,86.67,60.58,6.864
21-Mar-16,62,59.4,6.581
22-Mar-16,50,50.67,20.438
23-Mar-16,74.67,35,16.258
24-Mar-16,51,26.63,11.345
25-Mar-16,68.92,25.04,8.047
26-Mar-16,46,19.42,7.152
27-Mar-16,30,13.42,6.304
28-Mar-16,32.48,4.21,5.766
29-Mar-16,34.46,0,5.003
30-Mar-16,34.705,0,4.069
31-Mar-16,32.5,4.33,3.639
1-Apr-16,57.45,1.67,3.235
2-Apr-16,196.3,49.93,3.235
3-Apr-16,227.92,154.08,74.845
4-Apr-16,214.25,175.25,20.873
5-Apr-16,135.75,171.53,10.729
6-Apr-16,113.42,113.79,18.729
7-Apr-16,96.67,94.08,15.068
8-Apr-16,86.5,78.98,13.911
9-Apr-16,81.92,65,13.158
10-Apr-16,78.58,54.04,
11-Apr-16,94.9,54.6,10.307
12-Apr-16,,72.95,15.858
13-Apr-16,82.8,78.15,13.532
14-Apr-16,77,77.63,13.158
15-Apr-16,72.9,52.4,10.994
16-Apr-16,60.92,53.63,15.068
17-Apr-16,58.75,69.13,
18-Apr-16,54.5,69.67,44.331
19-Apr-16,50.83,57.08,24.447
20-Apr-16,44.8,51.75,15.461
21-Apr-16,45.5,42.12,14.293
22-Apr-16,42.75,36.7,13.158
23-Apr-16,40,33.01,12.058
24-Apr-16,39.67,32.57,10.649
25-Apr-16,38.1,33.95,13.911
26-Apr-16,37.25,29.68,12.058
27-Apr-16,37.58,28.3,11.699
28-Apr-16,42.1,29.25,16.662
29-Apr-16,39.3,52.37,13.532
30-Apr-16,38.41,97.63,12.058
1-May-16,36.75,45.3,10.307
2-May-16,34.83,37.83,9.638
3-May-16,33.75,24.79,9.638
4-May-16,32.33,19.63,8.047
5-May-16,31.4,17.75,7.152
6-May-16,30,16.38,6.864
7-May-16,29.2,8.5,6.304
8-May-16,29.1,2.29,10.994
9-May-16,28.02,2.08,8.987
10-May-16,26.4,9.17,9.31
11-May-16,27.67,10.38,9.97
12-May-16,26,11.5,6.581
13-May-16,24.5,12.21,6.032
14-May-16,24.2,12.3,5.252
15-May-16,23.7,11.81,5.252
16-May-16,22.12,0,4.76
17-May-16,21,9.38,4.523
18-May-16,20.3,10.5,5.252
19-May-16,19.41,5.58,3.851
20-May-16,10.175,3.13,3.851
21-May-16,10,0,6.032
22-May-16,9.4,1.88,5.506
23-May-16,9.025,4.33,7.743
24-May-16,8.27,10.67,16.662
25-May-16,7.1,12.96,6.864
26-May-16,5.72,13,5.766
27-May-16,5.6,10.21,4.293
28-May-16,5.31,11.96,3.851
29-May-16,4.9,22.08,3.235
30-May-16,4.38,21.96,3.043
31-May-16,4.2,10.25,28.58
1-Jun-16,,5.25,2.858
2-Jun-16,4.2,5,2.342
3-Jun-16,5.85,8.5,6.854
4-Jun-16,6.4,8.63,6.304
5-Jun-16,6.4,8.75,
6-Jun-16,6.85,3.13,5.252
7-Jun-16,6.4,3.75,2.507
8-Jun-16,5.73,1.88,2.342
9-Jun-16,5.13,2.5,2.034
10-Jun-16,4.5,4.71,2.034
11-Jun-16,4,3.67,2.034
12-Jun-16,2.98,16.79,8.355
13-Jun-16,2.98,23.92,3.639
14-Jun-16,1.39,23.25,3.235
15-Jun-16,0.6,16.63,2.184
16-Jun-16,0.6,12.54,2.184
17-Jun-16,0.6,10.54,1.89
18-Jun-16,0.6,8.75,1.623
19-Jun-16,0.6,0,1.623
20-Jun-16,0.6,4.46,1.501
21-Jun-16,0.6,6.04,1.386
22-Jun-16,3,8.29,1.278
23-Jun-16,3.5,15.13,1.278
24-Jun-16,3.22,29.69,1.083
25-Jun-16,3.2,34.41,1.083
26-Jun-16,2.9,28.53,1.083
27-Jun-16,2.9,29.04,1.083
28-Jun-16,2.675,35.17,2.034
29-Jun-16,2.6,41.17,3.434
30-Jun-16,2.45,33.75,1.501
1-Jul-16,,9.92,1.386
2-Jul-16,,8.05,1.278
3-Jul-16,2.3,4.36,1.083
4-Jul-16,2.2,3.96,1.083
5-Jul-16,1.4,0,1.083
6-Jul-16,,0,0.996
7-Jul-16,0.65,0,0.843
8-Jul-16,0.5,0,0.916
9-Jul-16,0.5,0,2.034
10-Jul-16,0.4,5.55,5.506
11-Jul-16,0.36,14.83,4.293
12-Jul-16,0.4,21.12,2.034
13-Jul-16,0.4,14.46,1.386
14-Jul-16,0.36,13.17,1.386
15-Jul-16,0.36,5.92,1.083
16-Jul-16,0.32,2.08,1.083
17-Jul-16,0.3,0.21,1.083
18-Jul-16,0.2,0,1.083
19-Jul-16,,0,1.278
20-Jul-16,,0,1.623
21-Jul-16,0.2,0,1.386
22-Jul-16,0.2,1.67,1.177
23-Jul-16,0.2,4.58,1.177
24-Jul-16,,2.92,1.083
25-Jul-16,,0,0.996
26-Jul-16,0.1,0,0.996
27-Jul-16,0.1,1.67,0.777
28-Jul-16,0.1,3.33,0.619
29-Jul-16,0.1,3.75,0.578
30-Jul-16,0,4.88,0.578
31-Jul-16,0,2.71,0.543
1-Aug-16,0,1.04,1
2-Aug-16,0,0,1
3-Aug-16,0,0,1
4-Aug-16,0,0,0.913
5-Aug-16,0,0,0.813
6-Aug-16,0,0,0.8
7-Aug-16,0,0,0.8
8-Aug-16,0,0,0.738
9-Aug-16,0,0,0.7
10-Aug-16,0,0,0.7
11-Aug-16,0,0,0.613
12-Aug-16,0,0,0.513
13-Aug-16,0,0,0.438
14-Aug-16,0,0,0.4
15-Aug-16,0,0,0.325
16-Aug-16,0,0,0.3
17-Aug-16,0,0,0.213
18-Aug-16,0,0,0.2
19-Aug-16,0,0,0.2
20-Aug-16,0,0,0.2
21-Aug-16,0,0,0.2
22-Aug-16,0,0,0.2
23-Aug-16,0,0,0.2
24-Aug-16,0,0,0.175
25-Aug-16,0,0,0.16
26-Aug-16,0,0.11,0.16
27-Aug-16,0,0,0.16
28-Aug-16,0,0,0.16
29-Aug-16,0,0,0.16
30-Aug-16,0,,0.16
31-Aug-16,0,0,0.16
1-Sep-16,0,0,0.16
2-Sep-16,0,0,0.16
3-Sep-16,0,0,0.16
4-Sep-16,0,0,0.16
5-Sep-16,0,0,0.16
6-Sep-16,0,0,0.16
7-Sep-16,0,0,0.16
8-Sep-16,0,0,0.16
9-Sep-16,0,0,0.16
10-Sep-16,0,0,0.16
11-Sep-16,0,0,0.16
12-Sep-16,0,0,0.16
13-Sep-16,0,0,0.16
14-Sep-16,0,0,0.16
15-Sep-16,0,0,0.16
16-Sep-16,0,0,0.16
17-Sep-16,0,0,0.16
18-Sep-16,0,0,0.16
19-Sep-16,0,0,0.16
20-Sep-16,0,0,0.16
21-Sep-16,0,4.5,0.16
22-Sep-16,0,2.92,0.16
23-Sep-16,0,0,0.16
24-Sep-16,0,0,0.16
25-Sep-16,0,0,0.16
26-Sep-16,0,0,0.16
27-Sep-16,0,0,0.16
28-Sep-16,0,0,0.16
29-Sep-16,0,0,0.16
30-Sep-16,0,0,0.16
1-Oct-16,0,0,0.16
2-Oct-16,0,0,0.16
3-Oct-16,0,0,0.16
4-Oct-16,0,0,0.16
5-Oct-16,0,0,0.16
6-Oct-16,0,0.06,0.16
7-Oct-16,0,0.02,0.16
8-Oct-16,0,0,0.16
9-Oct-16,0,0,0.16
10-Oct-16,0,0,0.16
11-Oct-16,0,0,0.66
12-Oct-16,0,0,0.538
13-Oct-16,0,0,0.788
14-Oct-16,0,0,0.625
15-Oct-16,0,0,0.513
16-Oct-16,0,0,0.5
17-Oct-16,0,0,0.5
18-Oct-16,0,0,0.5
19-Oct-16,0,0,0.413
20-Oct-16,0,0,0.463
21-Oct-16,0,0,0.5
22-Oct-16,0,0,0.5
23-Oct-16,0,0,0.5
24-Oct-16,0,0,0.5
25-Oct-16,0,0,0.5
26-Oct-16,0,0,0.5
27-Oct-16,0,0,0.5
28-Oct-16,0,0,0.5
29-Oct-16,0,0,0.413
30-Oct-16,0,0,0.4
31-Oct-16,0,0,0.4
1-Nov-16,0,0,0.4
2-Nov-16,0,0,0.4
3-Nov-16,0,0,0.4
4-Nov-16,0,0,0.4
5-Nov-16,0,0,0.4
6-Nov-16,0,0,0.313
7-Nov-16,0,0,0.3
8-Nov-16,0,0,0.3
9-Nov-16,0,0,0.3
10-Nov-16,0,0,0.3
11-Nov-16,0,0,0.213
12-Nov-16,0,0,0.2
13-Nov-16,0,0,0.2
14-Nov-16,0,0,0.2
15-Nov-16,0,0,0.2
16-Nov-16,0,0,0.165
17-Nov-16,0,0,0.16
18-Nov-16,0,0,0.16
19-Nov-16,0,0,0.16
20-Nov-16,0,0,0.16
21-Nov-16,0,0,0.16
22-Nov-16,0,0,0.16
23-Nov-16,0,0,0.16
24-Nov-16,0,0,0.16
25-Nov-16,0,0,0.16
26-Nov-16,0,0,0.16
27-Nov-16,0,0,0.16
28-Nov-16,0,0,0.16
29-Nov-16,0,0,0.16
30-Nov-16,0,0,0.16
1-Dec-16,0,0,0.16
2-Dec-16,0,0,0.16
3-Dec-16,0,0,0.16
4-Dec-16,0,0,0.16
5-Dec-16,0,0,0.16
6-Dec-16,0,0,0.16
7-Dec-16,0,0,0.16
8-Dec-16,0,0,0.16
9-Dec-16,0,0,0.16
10-Dec-16,0,0,0.16
11-Dec-16,0,0,0.16
12-Dec-16,0,0,0.16
13-Dec-16,0,0,0.16
14-Dec-16,0,0,0.16
15-Dec-16,0,0,0.16
16-Dec-16,0,0,1.285
17-Dec-16,0,0,1.263
18-Dec-16,0,0,0.775
19-Dec-16,0,0,0.85
20-Dec-16,0,0,4.313
21-Dec-16,0,0,3.563
22-Dec-16,0,0,2.625
23-Dec-16,0,0,2.063
24-Dec-16,0,0,1.563
25-Dec-16,0,0,1.763
26-Dec-16,0,0,1.538
27-Dec-16,0,0,1.313
28-Dec-16,0,0,1.125
29-Dec-16,0,0,1.75
30-Dec-16,0,0,2.825
31-Dec-16,0,0,2.35
1-Jan-17,0,0,1.825
2-Jan-17,0,0,2.063
3-Jan-17,0,0,2.063
4-Jan-17,0,0,2
5-Jan-17,0,0,2
6-Jan-17,0,0,10.5
7-Jan-17,0,0,12.688
8-Jan-17,0,0,8.563
9-Jan-17,0,0,5.125
10-Jan-17,0,0,4
11-Jan-17,0,0,4.875
12-Jan-17,0,0,3.875
13-Jan-17,0,0,2.875
14-Jan-17,0,0,2.8
15-Jan-17,0,0,6.225
16-Jan-17,0,0,3.813
17-Jan-17,0,0,2.988
18-Jan-17,0,0,2.688
19-Jan-17,0,0,1.988
20-Jan-17,0,0,1.688
21-Jan-17,0,0,1.5
22-Jan-17,8,0,3.938
23-Jan-17,11.55,0,6.063
24-Jan-17,14.17,0,4.763
25-Jan-17,17.75,0.5,5.125
26-Jan-17,20,5.29,13.375
27-Jan-17,16.45,7.71,11.625
28-Jan-17,15.45,11.92,8.813
29-Jan-17,13.61,13.54,9.313
30-Jan-17,23.63,18,10.5
31-Jan-17,111.67,30.42,7.063
1-Feb-17,151.67,97.27,8.188
2-Feb-17,183.58,167.07,17.25
3-Feb-17,128.17,248.79,19.5
4-Feb-17,99.17,242.83,24.5
5-Feb-17,79.5,179.71,14.5
6-Feb-17,83.17,143.79,12
7-Feb-17,79.42,182.58,9.938
8-Feb-17,100.25,161.12,9.438
9-Feb-17,94.83,141.12,12.75
10-Feb-17,386.1,167.29,14.25
11-Feb-17,234.87,465.38,24.25
12-Feb-17,137.08,466.88,11.875
13-Feb-17,123.25,203,9.5
14-Feb-17,108.08,160.84,8.063
15-Feb-17,120.92,136.62,7.313
16-Feb-17,149.83,309.46,8.875
17-Feb-17,209.58,316.02,9.563
18-Feb-17,165.08,213.75,9.188
19-Feb-17,204.83,158.71,9.625
20-Feb-17,379.25,293.83,9.625
21-Feb-17,395.58,456.67,11.25
22-Feb-17,384,210.33,21
23-Feb-17,610.41,666,33
24-Feb-17,542,918.58,20.5
25-Feb-17,639.83,1122.67,28.375
26-Feb-17,481.67,1520.3,22
27-Feb-17,425.41,1290,38.875
28-Feb-17,504.83,760,33.125
1-Mar-17,480.58,821.33,38.125
2-Mar-17,706.16,724.46,23.625
3-Mar-17,847.17,1642.75,21.875
4-Mar-17,465.5,1820.42,19.5
5-Mar-17,651.33,906.75,18.5
6-Mar-17,500.08,1300.42,19
7-Mar-17,795.17,1328.58,23.625
8-Mar-17,781.75,1663.38,29.375
9-Mar-17,490.5,1685.46,31.875
10-Mar-17,393.75,933.96,35.125
11-Mar-17,266.5,1273.29,35.625
12-Mar-17,403.5,863.33,41.375
13-Mar-17,479.58,1140.04,90
14-Mar-17,279.25,1080.29,92.5
15-Mar-17,303.42,645.58,40.5
16-Mar-17,510.58,1096.1,28.25
17-Mar-17,534.17,1420.25,20.625
18-Mar-17,490.42,1504.79,55.375
19-Mar-17,427.67,1701.92,92.5
20-Mar-17,257.25,1558.21,50
21-Mar-17,318.33,1543.79,38.375
22-Mar-17,370,1494,41.375
23-Mar-17,492.17,1096,43.75
24-Mar-17,632.5,1000.96,43.25
25-Mar-17,769.75,1988.88,45.125
26-Mar-17,473.58,2754.5,75.625
27-Mar-17,351.08,1557.46,69.375
28-Mar-17,409.25,920.46,40.625
29-Mar-17,487.58,1126.38,44.375
30-Mar-17,628.67,2254,56.25
31-Mar-17,390.25,1764.92,67.5
1-Apr-17,275.67,880.54,50.625
2-Apr-17,289.08,599.92,37.625
3-Apr-17,338.67,731.12,29.625
4-Apr-17,263.58,579.63,28.375
5-Apr-17,220.83,417.33,22.375
6-Apr-17,237.08,353.08,20.75
7-Apr-17,257,424.67,23
8-Apr-17,259.83,389.13,24.75
9-Apr-17,305.75,487.08,23.25
10-Apr-17,292.5,616.29,21.25
11-Apr-17,233.58,402.58,20
12-Apr-17,212.17,359.75,20.25
13-Apr-17,210.67,330.38,19.75
14-Apr-17,199.58,289.67,20.5
15-Apr-17,189,262.5,18.75
16-Apr-17,182.83,244.63,18
17-Apr-17,171.33,223.54,17.25
18-Apr-17,198,215.67,15.5
19-Apr-17,204.83,347.54,23.75
20-Apr-17,160.92,323.13,20
21-Apr-17,110.58,229.5,17.625
22-Apr-17,98.33,195.25,17
23-Apr-17,92.92,177.13,16.375
24-Apr-17,96.92,158,15.625
25-Apr-17,147.67,159,13.75
26-Apr-17,201.67,316,13.625
27-Apr-17,147.33,,13.625
28-Apr-17,121.67,,13
29-Apr-17,102.92,176,12.625
30-Apr-17,83.92,165.63,18.125
1-May-17,85.25,157.33,16.125
2-May-17,62.75,147.92,14
3-May-17,60,144.75,13.625
4-May-17,59,143.5,13
5-May-17,69.33,151.38,13.25
6-May-17,100.67,186.54,30.625
7-May-17,131.58,207.96,26.25
8-May-17,136.17,202.45,20.5
9-May-17,159.08,221.53,18
10-May-17,156.5,218.33,16.5
11-May-17,142.33,195.92,21.25
12-May-17,120.58,173.17,19.75
13-May-17,121.75,169.5,15.875
14-May-17,96.67,171.83,15.375
15-May-17,92.42,166.21,17
16-May-17,78.5,153.42,16.125
17-May-17,63.33,142.38,17.125
18-May-17,45,142.63,15.25
19-May-17,60.33,136.63,14
20-May-17,63.67,138.33,13
21-May-17,63.83,138.08,17.5
22-May-17,61.25,138,17
23-May-17,57.42,131.58,15.625
24-May-17,53.42,129.58,14.625
25-May-17,39.66,128.42,13.375
26-May-17,32.75,124.17,12.375
27-May-17,28.75,121.54,15.375
28-May-17,29.83,120.54,14.375
29-May-17,33,118.83,16.75
30-May-17,31,118,15.25
31-May-17,28.92,109.38,13.75
1-Jun-17,26.25,105,12
2-Jun-17,24.5,102.04,11.125
3-Jun-17,22.92,104.25,11
4-Jun-17,22.5,114.75,10.125
5-Jun-17,20.25,113,10.5
6-Jun-17,18.75,110.71,11.625
7-Jun-17,17.5,115.75,11
8-Jun-17,17,113.25,10.625
9-Jun-17,16.85,110.96,9.625
10-Jun-17,16,112.63,8.813
11-Jun-17,72.5,117.67,8.313
12-Jun-17,72.5,118.42,7.813
13-Jun-17,70,112.83,7.313
14-Jun-17,70,112.5,7
15-Jun-17,70,108.75,7.438
16-Jun-17,46,107.75,7.313
17-Jun-17,47.75,104,7
18-Jun-17,44,98.58,7
19-Jun-17,43.5,98.88,7
20-Jun-17,43,101.67,7
21-Jun-17,43,101.04,7
22-Jun-17,42.83,96.17,7.625
23-Jun-17,41,92.92,8
24-Jun-17,41,92.29,7.563
25-Jun-17,41,91.25,7.063
26-Jun-17,39.5,92.13,7
27-Jun-17,38.33,88.5,7
28-Jun-17,38,84.75,7
29-Jun-17,36,87,7
30-Jun-17,35,81.25,7.188
1-Jul-17,34,83,7.938
2-Jul-17,33.5,85,12
3-Jul-17,33,75.92,11.563
4-Jul-17,32,80.13,9.875
5-Jul-17,31,78,8.875
6-Jul-17,30.5,82,8.313
7-Jul-17,30,82,7.813
8-Jul-17,29,84,7.313
9-Jul-17,24.67,84,7
10-Jul-17,23.71,82.5,7
11-Jul-17,21.71,76,7
12-Jul-17,19.71,65.79,6.925
13-Jul-17,,53.17,6.538
14-Jul-17,,52.75,6.5
15-Jul-17,,41.5,6.063
16-Jul-17,13.58,46.63,6
17-Jul-17,12.28,43.75,5.813
18-Jul-17,14.5,44.04,
19-Jul-17,15.5,57.17,5.063
20-Jul-17,15.86,68.14,5
21-Jul-17,15,69.5,5
22-Jul-17,14.86,64.25,5
23-Jul-17,14,58.75,4.925
24-Jul-17,13.5,59.25,4.538
25-Jul-17,12.86,57.75,4.5
26-Jul-17,12,57,4.5
27-Jul-17,12,61.25,4.5
28-Jul-17,13,62.5,4.5
29-Jul-17,11.5,62,4.063
30-Jul-17,11,59,4
31-Jul-17,11.14,61.5,3.925
1-Aug-17,12.5,63.75,3.538
2-Aug-17,9,56.5,3.063
3-Aug-17,7.5,51.75,3
4-Aug-17,6,52.33,3
5-Aug-17,5,52.25,3
6-Aug-17,4,43.75,3
7-Aug-17,5,32.75,3
8-Aug-17,8.42,28,3
9-Aug-17,7.91,28.75,3
10-Aug-17,6.9,28.25,3
11-Aug-17,6.2,27.12,3
12-Aug-17,6.5,31.25,3
13-Aug-17,6.5,24,3
14-Aug-17,6.5,20.21,3
15-Aug-17,6.07,16.63,3
16-Aug-17,6.7,18.75,3
17-Aug-17,6.94,15.75,2.825
18-Aug-17,7.15,13.42,2.538
19-Aug-17,6.84,8.25,2.5
20-Aug-17,6.46,5.25,2.188
21-Aug-17,6.17,0,4.125
22-Aug-17,6,2.21,10.25
23-Aug-17,5.93,8.33,9.813
24-Aug-17,5.5,12.58,7.563
25-Aug-17,5.47,13.42,6
26-Aug-17,5.3,14.92,4.5
27-Aug-17,5.21,9,3.5
28-Aug-17,5.5,10.67,3.25
29-Aug-17,5.5,11.63,7.375
30-Aug-17,5.8,14.5,6.375
31-Aug-17,5.8,13.58,4.375
1-Sep-17,5,14.54,3.813
2-Sep-17,5.76,13.71,3.063
3-Sep-17,5.5,7.75,3
4-Sep-17,5.54,5.42,3
5-Sep-17,3.8,4.17,3
6-Sep-17,3.6,4.21,2.825
7-Sep-17,3.55,3.88,2.538
8-Sep-17,3.5,1.04,2.5
9-Sep-17,3.5,0,2.325
10-Sep-17,4.39,0,2.188
11-Sep-17,5.13,2.92,2
12-Sep-17,5.3,4.17,3.313
13-Sep-17,4.77,2.92,3.063
14-Sep-17,4.87,0.58,3
15-Sep-17,4.67,0.21,3
